,year,selling_price,km_driven,fuel,seller_type,transmission,owner,selling_price_log,km_driven_log
947,2014,260000,37605,Petrol,Dealer,Manual,First Owner,12.468440756144114,10.534918891115419
948,2014,455000,55850,Diesel,Dealer,Manual,First Owner,13.02805489573287,10.930442709440007
949,2010,75000,58850,Petrol,Dealer,Manual,First Owner,11.225256725762893,10.982764104897495
950,2015,421000,23839,Petrol,Dealer,Manual,First Owner,12.95039048795861,10.079120121179287
951,2016,550000,54000,Diesel,Dealer,Manual,First Owner,13.217675375388819,10.896757843893464
952,2013,330000,38000,Petrol,Dealer,Automatic,First Owner,12.706850963741102,10.545367754151743
953,2012,390000,45454,Diesel,Dealer,Manual,First Owner,12.873904582205107,10.724478104555958
954,2015,599000,46957,Diesel,Dealer,Automatic,First Owner,13.303018546545275,10.757008864157203
955,2007,110000,60000,Petrol,Individual,Manual,Fourth & Above Owner,11.608244735642321,11.002116507732017
956,2016,250000,25000,Petrol,Individual,Manual,First Owner,12.429220196836383,10.12667110305036
957,2012,600000,110000,Diesel,Individual,Manual,Fourth & Above Owner,13.304686600863562,11.608244735642321
958,2008,280000,190000,Diesel,Individual,Manual,Second Owner,12.54254845357358,12.154784614286667
959,2018,2700000,25000,Diesel,Individual,Automatic,First Owner,14.80876270134486,10.12667110305036
960,2008,80000,90000,Petrol,Individual,Manual,First Owner,11.289794413577894,11.407576060361786
961,2019,350000,5000,Petrol,Individual,Manual,First Owner,12.765691290604371,8.517393171418904
962,2015,475000,60000,Diesel,Individual,Manual,First Owner,13.07107218827772,11.002116507732017
963,2020,4700000,1500,Diesel,Individual,Automatic,First Owner,15.363073279446223,7.313886831633462
964,2018,500000,50000,Diesel,Individual,Manual,First Owner,13.122365377402328,10.819798284210286
965,2014,250000,120000,Diesel,Individual,Manual,First Owner,12.429220196836383,11.695255355062795
966,2005,100000,120000,Diesel,Individual,Manual,Second Owner,11.51293546492023,11.695255355062795
967,2019,350000,5000,Petrol,Individual,Manual,First Owner,12.765691290604371,8.517393171418904
968,2014,4000000,47000,Diesel,Individual,Automatic,First Owner,15.201805169084134,10.757924157061597
969,2017,1900000,20000,Petrol,Individual,Automatic,First Owner,14.45736497045232,9.90353755128617
970,2005,95000,120000,Petrol,Individual,Manual,Second Owner,11.461642696843066,11.695255355062795
971,2015,409999,58000,Diesel,Individual,Manual,First Owner,12.92391243868049,10.968215530759236
972,2018,1050000,35000,Diesel,Individual,Manual,First Owner,13.864301674514206,10.463131911491967
973,2017,320000,30000,Petrol,Individual,Manual,First Owner,12.676079399771027,10.308985993422082
974,2019,1000000,10000,Diesel,Individual,Manual,First Owner,13.815511557963774,9.210440366976517
975,2017,1770000,25000,Diesel,Individual,Manual,First Owner,14.386490669521603,10.12667110305036
976,2018,950000,20000,Diesel,Individual,Manual,First Owner,13.76421831620775,9.90353755128617
977,2018,750000,50000,Diesel,Individual,Manual,First Owner,13.527829818844937,10.819798284210286
978,2014,220000,42000,Petrol,Individual,Manual,First Owner,12.301387370778713,10.645448706505872
979,2017,1000000,50000,Diesel,Individual,Manual,First Owner,13.815511557963774,10.819798284210286
980,2017,660000,116000,Diesel,Individual,Manual,First Owner,13.399996629152975,11.661354090741
981,2015,716000,100000,Diesel,Individual,Manual,First Owner,13.481436842589853,11.51293546492023
982,2015,675000,66000,Petrol,Individual,Manual,First Owner,13.42246945133505,11.097425172408931
983,2010,385000,110000,Diesel,Individual,Manual,Third Owner,12.861001210669146,11.608244735642321
984,2014,325000,70000,Diesel,Individual,Manual,First Owner,12.691583538230217,11.156264806643742
985,2015,950000,60000,Diesel,Individual,Manual,First Owner,13.76421831620775,11.002116507732017
986,2007,400000,110000,Diesel,Individual,Automatic,Fourth & Above Owner,12.899222326086994,11.608244735642321
987,2014,250000,25000,Diesel,Individual,Manual,First Owner,12.429220196836383,10.12667110305036
988,2018,4000000,68000,Petrol,Individual,Automatic,First Owner,15.201805169084134,11.127277689932466
989,2014,210000,20000,Petrol,Individual,Manual,First Owner,12.25486757159303,9.90353755128617
990,2011,147000,110000,Petrol,Individual,Manual,Second Owner,11.898194668458823,11.608244735642321
991,2018,725000,26350,Diesel,Individual,Manual,First Owner,13.493928313146206,10.179261503913537
992,2012,550000,90000,Diesel,Individual,Manual,First Owner,13.217675375388819,11.407576060361786
993,2016,475000,25000,Petrol,Individual,Manual,First Owner,13.07107218827772,10.12667110305036
994,2014,250000,50000,Petrol,Individual,Manual,Second Owner,12.429220196836383,10.819798284210286
995,2006,70000,60000,Petrol,Individual,Manual,Second Owner,11.156264806643742,11.002116507732017
996,2012,160000,70000,Petrol,Individual,Manual,Third Owner,11.982935344196433,11.156264806643742
997,2011,1000000,90000,Diesel,Individual,Automatic,Second Owner,13.815511557963774,11.407576060361786
998,2001,68000,70000,Petrol,Individual,Manual,First Owner,11.127277689932466,11.156264806643742
999,2017,500000,26500,Petrol,Individual,Manual,First Owner,13.122365377402328,10.184937747111391
1002,2020,1050000,10000,Diesel,Individual,Manual,First Owner,13.864301674514206,9.210440366976517
1005,2017,900000,50000,Diesel,Individual,Manual,First Owner,13.710151153416941,10.819798284210286
1007,2007,100000,52000,Petrol,Individual,Manual,Second Owner,11.51293546492023,10.859018228147887
1010,2013,300000,90000,Diesel,Individual,Manual,First Owner,12.611541086966115,11.407576060361786
1011,2011,140000,60000,Diesel,Individual,Manual,Second Owner,11.849404844423074,11.002116507732017
1017,2018,550000,35000,Petrol,Individual,Manual,First Owner,13.217675375388819,10.463131911491967
1018,2012,650000,71042,Diesel,Dealer,Manual,First Owner,13.384729180332174,11.171040606504132
1019,2012,1025000,167870,Diesel,Dealer,Manual,Second Owner,13.840204146163925,12.030951106289246
1020,2011,195000,133564,Diesel,Dealer,Manual,First Owner,12.180759965737863,11.802343529715058
1022,2013,1490000,40000,Diesel,Dealer,Automatic,First Owner,14.214287349062356,10.596659732783579
1024,2018,1140000,23038,Petrol,Trustmark Dealer,Automatic,First Owner,13.946539697563276,10.044943711090122
1025,2011,95000,70000,Diesel,Individual,Manual,First Owner,11.461642696843066,11.156264806643742
1026,2017,3050000,30000,Diesel,Individual,Automatic,First Owner,14.930652476452392,10.308985993422082
1034,2017,585000,43608,Petrol,Trustmark Dealer,Manual,First Owner,13.279368835614243,10.683018830053381
1035,2018,825000,11212,Petrol,Trustmark Dealer,Automatic,First Owner,13.623139877437296,9.324829098460881
1036,2013,280000,52000,Diesel,Dealer,Manual,First Owner,12.54254845357358,10.859018228147887
1037,2016,725000,49217,Petrol,Trustmark Dealer,Manual,First Owner,13.493928313146206,10.804014689230804
1038,2015,300000,90000,Diesel,Individual,Manual,First Owner,12.611541086966115,11.407576060361786
1039,2015,375000,70000,Petrol,Individual,Manual,First Owner,12.834683971615659,11.156264806643742
1040,2003,310000,90000,Petrol,Individual,Manual,Fourth & Above Owner,12.644330802262578,11.407576060361786
1041,2011,375000,190000,Diesel,Individual,Manual,Third Owner,12.834683971615659,12.154784614286667
1042,2016,1950000,106000,Diesel,Individual,Automatic,First Owner,14.48334044336031,11.571203807011969
1043,2012,400000,80000,Diesel,Individual,Manual,Second Owner,12.899222326086994,11.289794413577894
1044,2014,550000,80000,Diesel,Individual,Manual,Second Owner,13.217675375388819,11.289794413577894
1045,2018,270000,20000,Petrol,Individual,Manual,First Owner,12.506180941677357,9.90353755128617
1046,2012,555000,110000,Diesel,Individual,Manual,Second Owner,13.22672519452875,11.608244735642321
1047,2013,500000,60000,Diesel,Individual,Manual,Second Owner,13.122365377402328,11.002116507732017
1048,2010,400000,130000,Diesel,Individual,Automatic,Second Owner,12.899222326086994,11.775297421715827
1049,2017,280000,28838,Petrol,Individual,Manual,First Owner,12.54254845357358,10.269483916733925
1050,2008,80000,200000,Petrol,Individual,Manual,First Owner,11.289794413577894,12.206077645517674
1051,2006,55000,100000,Diesel,Individual,Manual,First Owner,10.915106645867503,11.51293546492023
1052,2014,250000,50000,Petrol,Individual,Manual,First Owner,12.429220196836383,10.819798284210286
1053,2010,250000,190000,Diesel,Individual,Manual,Fourth & Above Owner,12.429220196836383,12.154784614286667
1054,2007,95000,100000,Diesel,Individual,Manual,Second Owner,11.461642696843066,11.51293546492023
1055,2014,725000,135000,Diesel,Individual,Manual,Second Owner,13.493928313146206,11.813037464800539
1056,2015,320000,50000,Diesel,Individual,Manual,Third Owner,12.676079399771027,10.819798284210286
1057,2014,1200000,135000,Diesel,Individual,Automatic,Third Owner,13.997832948091215,11.813037464800539
1058,2012,160000,50000,Diesel,Individual,Manual,First Owner,11.982935344196433,10.819798284210286
1059,2018,790000,19571,Diesel,Dealer,Manual,First Owner,13.579789490265188,9.881855252409014
1060,2018,1200000,29600,Petrol,Dealer,Manual,First Owner,13.997832948091215,10.295563423525277
1061,2011,175000,70000,Petrol,Individual,Manual,First Owner,12.07254696717504,11.156264806643742
1062,2018,950000,15000,Diesel,Individual,Automatic,First Owner,13.76421831620775,9.61587214452889
1063,2019,340000,50000,Petrol,Individual,Manual,First Owner,12.73670383776449,10.819798284210286
1064,2017,825000,13500,Diesel,Individual,Manual,First Owner,13.623139877437296,9.510519035757246
1065,2018,3100000,22000,Petrol,Individual,Automatic,First Owner,14.946912992035967,9.99884318585288
1066,2018,780000,25000,Diesel,Dealer,Manual,First Owner,13.567050480716235,10.12667110305036
1067,2010,350000,80000,Petrol,Individual,Automatic,Third Owner,12.765691290604371,11.289794413577894
1068,2018,690000,39000,Petrol,Dealer,Manual,First Owner,13.444448325847754,10.571342565808699
1069,2016,245000,60000,Petrol,Individual,Manual,First Owner,12.409017571151187,11.002116507732017
1070,2018,790000,49000,Diesel,Dealer,Manual,First Owner,13.579789490265188,10.799595985047786
1071,2018,680000,48600,Petrol,Dealer,Manual,First Owner,13.429849547739444,10.791399385808587
1072,2017,540000,20000,Petrol,Individual,Manual,Second Owner,13.199326270390594,9.90353755128617
1073,2016,425000,25000,Petrol,Individual,Manual,First Owner,12.959846800844963,10.12667110305036
1074,2008,140000,120000,Petrol,Individual,Manual,First Owner,11.849404844423074,11.695255355062795
1075,2019,1100000,30000,Diesel,Individual,Manual,First Owner,13.910821646859095,10.308985993422082
1076,2015,715000,35000,Diesel,Individual,Manual,First Owner,13.480039220276565,10.463131911491967
1078,2015,1750000,127643,Diesel,Dealer,Automatic,First Owner,14.375126917328105,11.757000418039665
1079,2018,400000,54000,Petrol,Dealer,Manual,Second Owner,12.899222326086994,10.896757843893464
1080,2014,1750000,102354,Diesel,Dealer,Automatic,First Owner,14.375126917328105,11.536202441874721
1081,2014,1850000,62237,Petrol,Dealer,Automatic,First Owner,14.430696737594902,11.038721024659884
1082,2005,114999,90000,Petrol,Dealer,Manual,Second Owner,11.652687407345388,11.407576060361786
1083,2018,950000,21394,Diesel,Dealer,Manual,First Owner,13.76421831620775,9.970912528850917
1084,2015,310000,32686,Petrol,Dealer,Manual,First Owner,12.644330802262578,10.394732724323175
1085,2006,575000,1001,Diesel,Dealer,Manual,First Owner,13.26212705890841,6.90975328164481
1086,2017,490000,22000,Diesel,Dealer,Manual,First Owner,13.102162710901053,9.99884318585288
1087,2017,480000,53261,Petrol,Dealer,Manual,First Owner,13.081543466215237,10.882978410296374
1088,2016,3500000,53000,Diesel,Dealer,Automatic,First Owner,15.068273812173887,10.87806606028079
1089,2018,370000,10000,Petrol,Dealer,Manual,First Owner,12.821260987319457,9.210440366976517
1090,2017,835000,14000,Diesel,Dealer,Manual,First Owner,13.635188201437066,9.546884034617925
1091,2017,650000,44000,Petrol,Dealer,Manual,First Owner,13.384729180332174,10.691967639914864
1092,2014,670000,39895,Diesel,Dealer,Manual,First Owner,13.415034483903348,10.59403134722596
1093,2017,950000,73000,Diesel,Dealer,Automatic,First Owner,13.76421831620775,11.19822841866684
1094,2014,690000,17000,Petrol,Dealer,Manual,First Owner,13.444448325847754,9.741027444837728
1095,2017,670000,18591,Petrol,Dealer,Manual,First Owner,13.415034483903348,9.830486659651637
1096,2017,925000,26766,Diesel,Dealer,Manual,First Owner,13.73755009757506,10.194925064489325
1097,2015,250000,30000,Petrol,Individual,Manual,First Owner,12.429220196836383,10.308985993422082
1098,2016,509999,42000,Diesel,Individual,Manual,First Owner,13.142166004700508,10.645448706505872
1099,2014,520000,110000,Diesel,Individual,Manual,First Owner,13.161586013632684,11.608244735642321
1100,2005,100000,100000,Diesel,Individual,Manual,First Owner,11.51293546492023,11.51293546492023
1101,2006,85000,300000,Diesel,Individual,Manual,Second Owner,11.350418300109132,12.611541086966115
1102,2009,130000,110000,Diesel,Individual,Manual,Third Owner,11.775297421715827,11.608244735642321
1103,2018,950000,27620,Diesel,Dealer,Manual,First Owner,13.76421831620775,10.226331631955956
1104,2015,450000,70000,Petrol,Individual,Manual,First Owner,13.017005083966255,11.156264806643742
1105,2012,320000,50000,Petrol,Individual,Manual,Second Owner,12.676079399771027,10.819798284210286
1106,2015,480000,50000,Diesel,Individual,Manual,First Owner,13.081543466215237,10.819798284210286
1107,2014,2490000,46000,Diesel,Individual,Automatic,First Owner,14.727793670047236,10.736418414365376
1108,2012,790000,82000,Diesel,Individual,Manual,First Owner,13.579789490265188,11.314486721293981
1109,2016,120000,120000,Petrol,Individual,Manual,First Owner,11.695255355062795,11.695255355062795
1110,2006,75000,80000,Petrol,Individual,Manual,Third Owner,11.225256725762893,11.289794413577894
1111,2010,99000,70000,Petrol,Individual,Manual,First Owner,11.502885230075814,11.156264806643742
1112,2018,1015000,20000,Diesel,Individual,Manual,First Owner,13.830400155679214,9.90353755128617
1113,2013,250000,200000,Diesel,Individual,Manual,Second Owner,12.429220196836383,12.206077645517674
1114,2011,520000,120000,Diesel,Individual,Manual,First Owner,13.161586013632684,11.695255355062795
1115,2018,1100000,30000,Diesel,Individual,Automatic,First Owner,13.910821646859095,10.308985993422082
1116,2005,200000,223000,Diesel,Individual,Manual,First Owner,12.206077645517674,12.314931534737134
1117,2016,525000,60000,Diesel,Individual,Manual,First Owner,13.171155446333852,11.002116507732017
1118,2016,500000,40000,Petrol,Individual,Manual,First Owner,13.122365377402328,10.596659732783579
1119,2016,675000,161327,Diesel,Individual,Manual,First Owner,13.42246945133505,11.991194838632996
1120,2009,150000,60000,Petrol,Individual,Manual,Third Owner,11.918397239722838,11.002116507732017
1121,2007,250000,50000,Diesel,Individual,Manual,First Owner,12.429220196836383,10.819798284210286
1122,2018,450000,6000,Petrol,Individual,Manual,First Owner,13.017005083966255,8.699681400989514
1123,2009,150000,68000,Petrol,Individual,Manual,Second Owner,11.918397239722838,11.127277689932466
1124,2012,200000,85000,Diesel,Individual,Manual,First Owner,12.206077645517674,11.350418300109132
1125,2011,525000,70000,Diesel,Individual,Automatic,First Owner,13.171155446333852,11.156264806643742
1126,1999,60000,35000,Petrol,Individual,Manual,Second Owner,11.002116507732017,10.463131911491967
1127,2010,180000,100000,Diesel,Individual,Manual,Second Owner,12.100717685412471,11.51293546492023
1128,2015,475000,110000,Diesel,Individual,Manual,First Owner,13.07107218827772,11.608244735642321
1129,2010,380000,195000,Diesel,Individual,Automatic,Second Owner,12.847929163278053,12.180759965737863
1130,2015,285000,46000,Petrol,Individual,Manual,Second Owner,12.560247968016562,10.736418414365376
1131,2008,91200,60000,Petrol,Individual,Manual,Second Owner,11.420821140914589,11.002116507732017
1133,2015,400000,42000,Diesel,Individual,Manual,First Owner,12.899222326086994,10.645448706505872
1134,2006,160000,90000,Petrol,Individual,Automatic,Second Owner,11.982935344196433,11.407576060361786
1135,2012,650000,85000,Diesel,Individual,Manual,Second Owner,13.384729180332174,11.350418300109132
1136,2012,409999,120000,Diesel,Individual,Manual,Third Owner,12.92391243868049,11.695255355062795
1137,2013,425000,72000,Diesel,Individual,Manual,First Owner,12.959846800844963,11.184435286790631
1138,2013,250000,71000,CNG,Individual,Manual,Second Owner,12.429220196836383,11.170449240431308
1139,2009,200000,110000,Petrol,Individual,Manual,Fourth & Above Owner,12.206077645517674,11.608244735642321
1141,2010,130000,144000,Diesel,Individual,Manual,Fourth & Above Owner,11.775297421715827,11.87757552297847
1142,2017,260000,30000,Petrol,Dealer,Manual,First Owner,12.468440756144114,10.308985993422082
1143,2007,155000,65000,Petrol,Dealer,Manual,First Owner,11.951186847493476,11.082157933374816
1144,2015,450000,38000,Diesel,Individual,Manual,First Owner,13.017005083966255,10.545367754151743
1145,2012,220000,90000,Petrol,Individual,Manual,Second Owner,12.301387370778713,11.407576060361786
1146,2018,650000,37000,Diesel,Dealer,Manual,First Owner,13.384729180332174,10.518700218288165
1147,2018,285000,30000,Petrol,Dealer,Manual,First Owner,12.560247968016562,10.308985993422082
1148,2018,725000,26000,Petrol,Dealer,Automatic,First Owner,13.493928313146206,10.165890277802454
1149,2016,625000,30000,Petrol,Dealer,Manual,First Owner,13.345508528717259,10.308985993422082
1150,2016,550000,23000,Petrol,Dealer,Manual,First Owner,13.217675375388819,10.043292972227004
1151,2012,240000,40000,Petrol,Dealer,Manual,First Owner,12.388398368982115,10.596659732783579
1152,2014,600000,27000,Diesel,Dealer,Manual,First Owner,13.304686600863562,10.203629181337648
1153,2012,350000,65000,Diesel,Dealer,Manual,First Owner,12.765691290604371,11.082157933374816
1154,2015,245000,32000,Petrol,Dealer,Manual,First Owner,12.409017571151187,10.373522431293592
1155,2016,600000,56000,Diesel,Dealer,Manual,First Owner,13.304686600863562,10.933124826700707
1156,2017,2400000,30000,Diesel,Individual,Automatic,First Owner,14.690979711984754,10.308985993422082
1157,2014,620000,80000,Diesel,Dealer,Manual,First Owner,13.3374763699232,11.289794413577894
1158,2014,395000,52000,Petrol,Dealer,Manual,Second Owner,12.886643575525625,10.859018228147887
1159,2014,635000,13250,Petrol,Dealer,Manual,First Owner,13.361381852676738,9.491828300264636
1160,2011,180000,36000,Petrol,Dealer,Manual,First Owner,12.100717685412471,10.491301994830229
1161,2015,484999,73000,Diesel,Dealer,Manual,Second Owner,13.091904169919621,11.19822841866684
1162,2004,110000,60000,Petrol,Individual,Manual,First Owner,11.608244735642321,11.002116507732017
1163,2006,150000,60000,Petrol,Individual,Manual,Second Owner,11.918397239722838,11.002116507732017
1164,2012,400000,110000,Diesel,Individual,Manual,First Owner,12.899222326086994,11.608244735642321
1165,2012,200000,70000,Diesel,Individual,Manual,Second Owner,12.206077645517674,11.156264806643742
1166,2013,302000,60000,Diesel,Individual,Manual,Second Owner,12.618185607609803,11.002116507732017
1167,2011,215000,90000,Diesel,Individual,Manual,Fourth & Above Owner,12.278397958261774,11.407576060361786
1168,2004,155000,80000,Petrol,Individual,Manual,Second Owner,11.951186847493476,11.289794413577894
1169,2014,1000000,101000,Diesel,Individual,Manual,Second Owner,13.815511557963774,11.522885696764481
1170,2018,550000,44000,Diesel,Individual,Manual,First Owner,13.217675375388819,10.691967639914864
1171,2006,200000,45000,Petrol,Individual,Manual,First Owner,12.206077645517674,10.714439990727769
1172,2017,750000,120000,Diesel,Individual,Manual,First Owner,13.527829818844937,11.695255355062795
1173,2005,90000,90000,Petrol,Individual,Manual,Second Owner,11.407576060361786,11.407576060361786
1174,2007,80000,120000,Petrol,Individual,Manual,Second Owner,11.289794413577894,11.695255355062795
1175,2013,229999,13500,Petrol,Individual,Manual,First Owner,12.345834587905333,9.510519035757246
1176,2017,350000,10000,Petrol,Individual,Manual,First Owner,12.765691290604371,9.210440366976517
1177,2015,325000,25000,Petrol,Individual,Manual,Third Owner,12.691583538230217,10.12667110305036
1178,2018,450000,8500,Petrol,Individual,Manual,First Owner,13.017005083966255,9.04793908261736
1179,2012,250000,120000,Diesel,Individual,Manual,First Owner,12.429220196836383,11.695255355062795
1180,2012,225000,120000,Diesel,Individual,Manual,First Owner,12.323860125621126,11.695255355062795
1181,2009,150000,90246,Petrol,Individual,Manual,Third Owner,11.918397239722838,11.410305634645404
1182,2008,110000,90000,Petrol,Individual,Manual,Second Owner,11.608244735642321,11.407576060361786
1183,2010,150000,40000,Petrol,Individual,Manual,Second Owner,11.918397239722838,10.596659732783579
1184,2000,165000,60000,Petrol,Individual,Manual,Fourth & Above Owner,12.013706813470414,11.002116507732017
1185,2017,610000,32000,Diesel,Individual,Manual,Second Owner,13.321215875492413,10.373522431293592
1186,2013,170000,60400,Diesel,Individual,Manual,First Owner,12.04355959836804,11.008760940077243
1187,2008,150000,70950,Diesel,Individual,Manual,Second Owner,11.918397239722838,11.169744776921561
1189,2015,375000,72000,Diesel,Individual,Manual,First Owner,12.834683971615659,11.184435286790631
1190,2013,390000,90000,Diesel,Individual,Manual,First Owner,12.873904582205107,11.407576060361786
1191,2017,600000,10000,Petrol,Individual,Manual,First Owner,13.304686600863562,9.210440366976517
1192,2014,204999,25000,Petrol,Individual,Manual,Second Owner,12.230765258120545,10.12667110305036
1193,2009,270000,80000,Diesel,Individual,Manual,Second Owner,12.506180941677357,11.289794413577894
1194,2017,375000,10000,Petrol,Individual,Manual,First Owner,12.834683971615659,9.210440366976517
1195,2020,700000,1100,Petrol,Individual,Manual,First Owner,13.45883704259595,7.00397413672268
1196,2017,455000,40000,Petrol,Individual,Manual,First Owner,13.02805489573287,10.596659732783579
1197,2017,375000,10000,Petrol,Individual,Manual,First Owner,12.834683971615659,9.210440366976517
1198,2014,341000,31491,Petrol,Individual,Manual,First Owner,12.739640688812674,10.357488824304358
1199,2014,200000,107143,Diesel,Individual,Manual,Second Owner,12.206077645517674,11.581929003066959
1200,2017,450000,15000,Petrol,Individual,Automatic,First Owner,13.017005083966255,9.61587214452889
1201,2012,170000,50000,Petrol,Individual,Manual,Second Owner,12.04355959836804,10.819798284210286
1202,2017,1900000,100000,Diesel,Individual,Manual,First Owner,14.45736497045232,11.51293546492023
1203,2016,500000,60000,Diesel,Individual,Manual,First Owner,13.122365377402328,11.002116507732017
1204,2016,819999,85000,Diesel,Individual,Manual,First Owner,13.617059619240436,11.350418300109132
1205,2014,351000,40000,Petrol,Individual,Manual,Second Owner,12.768544351446794,10.596659732783579
1206,2011,195000,80000,Petrol,Individual,Manual,Second Owner,12.180759965737863,11.289794413577894
1207,2008,250000,82000,Diesel,Individual,Manual,Second Owner,12.429220196836383,11.314486721293981
1208,2008,120000,70000,Petrol,Individual,Manual,Second Owner,11.695255355062795,11.156264806643742
1209,2009,180000,70000,Petrol,Individual,Manual,Third Owner,12.100717685412471,11.156264806643742
1210,2016,430000,20000,Diesel,Individual,Manual,First Owner,12.971542813248437,9.90353755128617
1211,2012,75000,35000,Petrol,Individual,Manual,Second Owner,11.225256725762893,10.463131911491967
1212,2017,750000,80000,Diesel,Individual,Manual,First Owner,13.527829818844937,11.289794413577894
1213,2011,60000,40000,Petrol,Individual,Manual,First Owner,11.002116507732017,10.596659732783579
1214,2015,1500000,46412,Diesel,Individual,Manual,First Owner,14.220976332738882,10.745334871387179
1215,2011,390000,150000,Diesel,Individual,Manual,Fourth & Above Owner,12.873904582205107,11.918397239722838
1216,2016,630000,50000,Diesel,Individual,Manual,First Owner,13.353476685668044,10.819798284210286
1217,2018,1085000,15000,Diesel,Individual,Manual,First Owner,13.897091466615258,9.61587214452889
1218,2012,190000,60000,Petrol,Individual,Manual,Second Owner,12.154784614286667,11.002116507732017
1219,2018,550000,25000,Petrol,Individual,Automatic,First Owner,13.217675375388819,10.12667110305036
1220,2012,200000,90000,Petrol,Individual,Manual,Third Owner,12.206077645517674,11.407576060361786
1221,2011,165000,60000,Petrol,Individual,Manual,First Owner,12.013706813470414,11.002116507732017
1222,2013,260000,65000,Diesel,Individual,Manual,First Owner,12.468440756144114,11.082157933374816
1223,2011,151000,40000,Petrol,Individual,Manual,First Owner,11.92504173829169,10.596659732783579
1224,2018,780000,50000,Diesel,Individual,Manual,First Owner,13.567050480716235,10.819798284210286
1225,2012,175000,80000,Diesel,Individual,Manual,Third Owner,12.07254696717504,11.289794413577894
1226,2010,170000,107500,Diesel,Dealer,Manual,First Owner,12.04355959836804,11.58525542883217
1227,2013,210000,135000,Diesel,Dealer,Manual,Second Owner,12.25486757159303,11.813037464800539
1228,2007,90000,43826,Petrol,Dealer,Manual,Second Owner,11.407576060361786,10.688005344800624
1229,2016,535000,55838,Petrol,Dealer,Manual,First Owner,13.190023895035274,10.930227828966443
1230,2007,195000,112880,Diesel,Dealer,Manual,First Owner,12.180759965737863,11.634089445452728
1231,2011,140000,90000,Diesel,Individual,Manual,Third Owner,11.849404844423074,11.407576060361786
1232,2012,350000,40000,Petrol,Individual,Manual,First Owner,12.765691290604371,10.596659732783579
1233,2013,425000,66000,Petrol,Individual,Manual,First Owner,12.959846800844963,11.097425172408931
1234,2017,300000,30300,Petrol,Individual,Manual,First Owner,12.611541086966115,10.318935994253193
1235,2013,340000,85000,Diesel,Individual,Manual,Second Owner,12.73670383776449,11.350418300109132
1236,2009,250000,80659,Petrol,Dealer,Manual,First Owner,12.429220196836383,11.29799806842736
1237,2008,170000,81324,Petrol,Dealer,Manual,First Owner,12.04355959836804,11.306208751341552
1238,2013,315000,127884,Diesel,Dealer,Manual,First Owner,12.660331092405906,11.758886701564885
1239,2015,200000,50000,Petrol,Individual,Manual,First Owner,12.206077645517674,10.819798284210286
1240,2016,300000,25000,Petrol,Individual,Manual,First Owner,12.611541086966115,10.12667110305036
1241,2015,300000,66755,Diesel,Dealer,Manual,First Owner,12.611541086966115,11.108799459863294
1242,2013,380000,123084,Petrol,Dealer,Manual,First Owner,12.847929163278053,11.720630452595246
1243,2009,250000,806599,Petrol,Dealer,Manual,First Owner,12.429220196836383,13.600583161421405
1244,2013,310000,95851,Diesel,Dealer,Manual,First Owner,12.644330802262578,11.47056061419246
1245,2010,260000,50000,Petrol,Individual,Manual,First Owner,12.468440756144114,10.819798284210286
1246,2008,150000,50000,Petrol,Individual,Manual,Second Owner,11.918397239722838,10.819798284210286
1247,2006,85000,60000,Petrol,Individual,Manual,Second Owner,11.350418300109132,11.002116507732017
1248,2015,280000,15000,Petrol,Individual,Manual,Second Owner,12.54254845357358,9.61587214452889
1249,2016,850000,40000,Diesel,Individual,Manual,First Owner,13.652992804936396,10.596659732783579
1250,2017,375000,20000,Petrol,Individual,Manual,Second Owner,12.834683971615659,9.90353755128617
1251,2006,125000,120000,Diesel,Individual,Manual,Third Owner,11.736077016252437,11.695255355062795
1252,2012,250000,110000,Diesel,Individual,Manual,First Owner,12.429220196836383,11.608244735642321
1253,2014,715000,234000,Diesel,Individual,Manual,First Owner,13.480039220276565,12.36308066783498
1254,2011,220000,70000,Diesel,Individual,Manual,First Owner,12.301387370778713,11.156264806643742
1255,2010,110000,110000,Diesel,Individual,Manual,Second Owner,11.608244735642321,11.608244735642321
1256,2007,150000,84000,Petrol,Individual,Manual,Second Owner,11.918397239722838,11.338583982516495
1257,2012,300000,170000,Diesel,Individual,Manual,First Owner,12.611541086966115,12.04355959836804
1258,2017,220000,40000,Petrol,Individual,Manual,First Owner,12.301387370778713,10.596659732783579
1259,2006,75000,96000,Petrol,Individual,Manual,Second Owner,11.225256725762893,11.472113887062386
1260,2009,100000,20000,Diesel,Individual,Manual,First Owner,11.51293546492023,9.90353755128617
1261,2016,380000,15000,Petrol,Individual,Manual,First Owner,12.847929163278053,9.61587214452889
1262,2007,100000,50000,Petrol,Individual,Manual,First Owner,11.51293546492023,10.819798284210286
1263,2010,480000,80000,Petrol,Individual,Manual,Second Owner,13.081543466215237,11.289794413577894
1264,2012,300000,124000,Diesel,Individual,Manual,First Owner,12.611541086966115,11.728044909070785
1265,2013,190000,70000,Diesel,Individual,Manual,First Owner,12.154784614286667,11.156264806643742
1266,2012,190000,130000,Diesel,Individual,Manual,Second Owner,12.154784614286667,11.775297421715827
1267,2017,650000,19014,Petrol,Dealer,Manual,First Owner,13.384729180332174,9.85298342036236
1268,2009,300000,23262,Petrol,Dealer,Manual,First Owner,12.611541086966115,10.054619394540044
